Place,TravelCost,StayCost,SightseeingCost,TotalCost
Varanasi,3395,9146,1068,13609
Kovalam,2568,3299,3326,9193
Orchha,3275,10149,3547,16971
Dirang,7526,5225,2648,15399
Kovalam,9383,11543,2507,23433
Amarkantak,2777,2104,555,5436
Bhubaneswar,6134,5705,1726,13565
Shimla,6164,6700,2547,15411
Satara,2042,3052,1949,7043
Kodaikanal,4372,5365,1793,11530
Mumbai,9107,11335,2166,22608
Pune,9513,5767,503,15783
Rajasthan,4460,1995,2196,8651
Andaman,4031,1679,2792,8502
Mechuka,2079,3022,3184,8285
Majuli,1612,2454,884,4950
Alibag,7074,11769,2972,21815
Itanagar,4136,8302,2987,15425
Ooty,9474,8438,3796,21708
Nalanda,4927,7784,4289,17000
Andaman,3093,7458,1092,11643
Jorhat,6869,8475,1417,16761
Kanyakumari,3721,2936,2649,9306
Pelling,7477,5159,4716,17352
Bangalore,5325,9931,3673,18929
Gangtok,9951,6525,2522,18998
Itanagar,6099,1721,2080,9900
Hampi,7712,4997,2928,15637
Shirdi,4858,11332,2027,18217
Zemithang,6685,8716,3934,19335
Nashik,9386,9664,1728,20778
Indore,1742,7782,1328,10852
Mount Abu,3024,11158,2666,16848
Nashik,1962,4745,3347,10054
Along,9611,4393,2603,16607
Kanyakumari,4498,8897,4857,18252
Mussoorie,2993,6007,2836,11836
Pasighat,5718,10000,3442,19160
Mussoorie,8820,10071,935,19826
Jorhat,7589,9213,1812,18614
Bhopal,1491,3474,1893,6858
Kolhapur,6526,9930,1501,17957
Konark,6521,10650,4901,22072
Rajgir,6643,8780,3627,19050
Mumbai,9336,10558,819,20713
Shirdi,7495,6681,2331,16507
Kalimpong,3537,4846,4805,13188
Tuting,7484,10790,549,18823
Hampi,7390,1742,1470,10602
Khandala,1427,1720,3674,6821
Tawang,9068,1720,2298,13086
Bomdila,4530,6306,4668,15504
Jaipur,6778,4668,2442,13888
Kodaikanal,5258,3962,1795,11015
Daman,7709,9730,4414,21853
Kaziranga,7406,8940,2469,18815
Shimla,3307,10429,2216,15952
Tuting,2378,11083,3533,16994
Jorhat,5029,1551,3624,10204
Bodh Gaya,2573,7946,2823,13342
Bundi,1015,9821,829,11665
Bodh Gaya,9095,8379,849,18323
Gwalior,8818,6440,1707,16965
Mumbai,9340,9285,1797,20422
Ellora,2949,6606,4274,13829
Mount Abu,1090,10909,506,12505
Kaziranga,9457,8935,2612,21004
Chitrakoot,8541,5703,2801,17045
Shimla,3346,2397,1756,7499
Ajanta,9016,11888,1541,22445
Udaipur,1245,10477,3934,15656
Khonsa,6770,5723,638,13131
Darjeeling,9126,4356,4472,17954
Kolhapur,4083,11377,4846,20306
Khandala,1537,5604,1324,8465
Bhubaneswar,2962,1875,2486,7323
Mount Abu,8114,7034,1532,16680
Mechuka,4077,10597,2990,17664
Aizawl,5937,10278,1234,17449
Gwalior,6672,10039,4130,20841
Tuting,1274,7028,3079,11381
Sikkim,9390,4511,2738,16639
Mawsynram,1343,11314,1850,14507
Lakshadweep,5061,6461,2292,13814
Chittorgarh,8538,5366,1669,15573
Nalanda,4173,8222,4448,16843
Delhi,8656,3361,2371,14388
Darjeeling,1699,10777,837,13313
Jaisalmer,7046,9923,1833,18802
Kaziranga,7407,10727,889,19023
Goa,6755,9957,3558,20270
Jorhat,1865,6000,4631,12496
Amarkantak,2703,8201,2283,13187
Roing,6789,9394,2430,18613
Chittorgarh,2203,4799,1534,8536
Rourkela,1330,5102,3752,10184
Kaziranga,9017,8873,4580,22470
Diu,8538,9748,922,19208
Bangalore,3114,8036,3542,14692
Siliguri,1959,7392,2169,11520
Puri,7849,7159,4305,19313
Konark,5541,5520,1234,12295
Khajuraho,5745,4203,919,10867
Mechuka,6463,9916,2983,19362
Kaziranga,5580,10218,3648,19446
Udaipur,9542,5745,2130,17417
Nagpur,3895,4795,972,9662
Andaman,7112,5845,4799,17756
Haridwar,1079,6410,620,8109
Bomdila,8075,1897,667,10639
Itanagar,3123,2678,4009,9810
Rajgir,7960,4534,4737,17231
Ziro,6940,8298,3469,18707
Jorhat,9918,11705,2431,24054
Shimla,4705,5946,2743,13394
Bikaner,6262,7447,3382,17091
Kolhapur,3464,2809,3272,9545
Amritsar,6415,10112,4351,20878
Chittorgarh,1428,3874,4944,10246
Rajgir,5884,9531,2202,17617
Tawang,6101,3370,2721,12192
Haridwar,6018,3776,1807,11601
Kodaikanal,8923,7476,3039,19438
Kolhapur,4910,2689,935,8534
Bangalore,3630,4831,959,9420
Roing,8170,4679,4730,17579
Amarkantak,7424,1955,2108,11487
Konark,5712,5583,2627,13922
Satara,4223,5535,872,10630
Darjeeling,6583,11679,4123,22385
Khandala,4800,8149,2665,15614
Khonsa,8750,8457,3710,20917
Mussoorie,9331,10325,4879,24535
Solapur,1231,5098,2341,8670
Ellora,7067,8081,1984,17132
Bangalore,7080,3840,2617,13537
Diu,9636,11465,2407,23508
Ranthambore,3179,10047,1124,14350
Andaman,2271,4563,3977,10811
Along,1631,6088,1495,9214
Indore,2650,4590,1651,8891
Dirang,9353,4391,1605,15349
Munnar,2672,11150,540,14362
Lakshadweep,6096,7575,1927,15598
Sanchi,9725,5883,1370,16978
Solapur,6162,4989,1995,13146
Aizawl,1336,11274,3525,16135
Mechuka,2304,6546,2228,11078
Lonavala,6864,4683,3718,15265
Mahabalipuram,1361,2399,2707,6467
Puri,9617,10148,2187,21952
Mumbai,7476,2792,4947,15215
Bhopal,2819,11660,3499,17978
Kalimpong,5862,3232,4548,13642
Zemithang,2214,9746,1430,13390
Along,4193,11393,2912,18498
Hampi,1431,11302,2330,15063
Khonsa,6888,9176,3659,19723
Khonsa,6282,9806,1687,17775
Munnar,6095,6103,1272,13470
Agra,8986,10686,4496,24168
Kolkata,9406,9799,3836,23041
Mechuka,1189,4704,2993,8886
Nashik,3867,11381,587,15835
Itanagar,9189,6647,2379,18215
Ajanta,6655,9061,642,16358
Bikaner,2652,9247,1609,13508
Kanyakumari,6891,3260,1609,11760
Daman,9957,11949,4113,26019
Nagpur,5778,7585,3973,17336
Darjeeling,3597,5331,3881,12809
Kalimpong,1669,11501,4272,17442
Ajanta,1438,6453,4098,11989
Rajgir,3298,3290,2861,9449
Bomdila,7243,10136,1369,18748
Amritsar,3851,2703,2340,8894
Lonavala,4904,10163,4536,19603
Chittorgarh,5567,6831,780,13178
Konark,8441,7890,3191,19522
Solapur,9758,3483,1832,15073
Kovalam,4648,7985,1336,13969
Khajuraho,3151,8371,4014,15536
Bundi,4796,6684,2591,14071
Shirdi,8983,3748,2232,14963
Pelling,1474,11336,4297,17107
Pondicherry,7475,5423,4592,17490
Dirang,6628,9165,757,16550
Rajasthan,4375,6679,4809,15863
Majuli,7084,6015,723,13822
Khajuraho,1740,4982,4262,10984
Shillong,4021,3463,2744,10228
Bundi,3245,4743,2163,10151
Mawsynram,1762,3714,2167,7643
Bodh Gaya,9974,10992,4802,25768
Mawsynram,3599,8835,1455,13889
Bhubaneswar,3443,10603,2091,16137
Roing,7143,6370,3249,16762
Pondicherry,1626,11218,1089,13933
Varanasi,3458,10217,1539,15214
Bhopal,1475,7936,3743,13154
Rajasthan,2863,8573,4382,15818
Nagpur,5662,11894,2527,20083
Bhubaneswar,5271,3647,1508,10426
Shillong,4336,6460,1204,12000
Mawsynram,2324,4035,3150,9509
Konark,7745,4020,635,12400
Orchha,2742,11637,3811,18190
Agra,9587,6895,2539,19021
Darjeeling,4057,8955,1648,14660
Lonavala,6157,1500,4722,12379
Kolkata,2103,2096,1562,5761
Bhubaneswar,8634,10646,4971,24251
Puri,4572,3738,2502,10812
Satara,6645,11128,1346,19119
Puri,4077,8641,4461,17179
Jaipur,1521,6191,4497,12209
Nainital,4147,2632,3194,9973
Rishikesh,1679,2843,2830,7352
Jorhat,1403,9106,2269,12778
Gangtok,1356,5532,2373,9261
Alleppey,8883,8568,3493,20944
Majuli,7098,2672,2704,12474
Zemithang,3986,2923,3806,10715
Bodh Gaya,4054,5337,1741,11132
Khandala,4295,7191,1569,13055
Varanasi,2837,4806,3863,11506
Khandala,2340,10487,3895,16722
Kolkata,3803,10256,4233,18292
Pondicherry,2578,1614,910,5102
Pelling,7368,5246,4515,17129
Tezpur,3230,1630,2503,7363
Bomdila,5445,5824,4535,15804
Patna,3536,3861,2473,9870
Rishikesh,6533,3685,3821,14039
Andaman,2192,9783,3823,15798
Goa,5188,2038,1095,8321
Chitrakoot,9288,3697,3431,16416
Bodh Gaya,9318,5191,4715,19224
Ranthambore,6989,9759,1316,18064
Mussoorie,5604,9326,3403,18333
Mussoorie,5944,6649,3217,15810
Lakshadweep,5511,2249,3001,10761
Pondicherry,9432,9047,808,19287
Varanasi,9816,7768,1363,18947
Dirang,9670,9744,1712,21126
Bodh Gaya,4450,7566,4124,16140
Rishikesh,2440,5404,4274,12118
Zemithang,7516,7918,1769,17203
Alibag,8282,4547,4550,17379
Chennai,8437,6507,1958,16902
Cuttack,9436,4126,3598,17160
Pondicherry,7871,9812,3378,21061
Konark,6513,5104,2175,13792
Rajasthan,9298,2609,2607,14514
Jorhat,7896,9440,2952,20288
Shimla,9225,6359,4455,20039
Rajgir,3263,5998,4543,13804
Kaziranga,9991,5275,4697,19963
Amritsar,7958,10766,2040,20764
Roing,2816,6424,552,9792
Ellora,6353,3057,2750,12160
Chennai,8463,4118,3191,15772
Mount Abu,7021,10334,796,18151
Varanasi,7905,6904,4109,18918
Mawsynram,9049,1552,2246,12847
Pelling,5873,9315,4207,19395
Manali,5661,4364,4153,14178
Mount Abu,2297,7588,1682,11567
Delhi,2737,3013,1411,7161
Lonavala,9559,11640,515,21714
Konark,2559,3524,2737,8820
Khajuraho,3844,7635,1774,13253
Sikkim,9965,9321,2866,22152
Mount Abu,5673,6224,4034,15931
Amarkantak,1549,4087,4771,10407
Mawsynram,8934,2763,2670,14367
Lonavala,7347,9717,4740,21804
Kodaikanal,9592,9512,2878,21982
Sikkim,3060,1789,4653,9502
Varanasi,7010,5513,4844,17367
Shirdi,5267,2053,1929,9249
Ooty,6654,10710,4215,21579
Goa,2902,5099,1314,9315
Alibag,6987,5240,2289,14516
Mount Abu,1611,10820,1033,13464
Gwalior,6344,7567,4310,18221
Diu,1244,7383,932,9559
Kaziranga,5263,8661,3874,17798
Mechuka,6161,2547,4690,13398
Nashik,6441,11182,2355,19978
Nalanda,3210,7286,4942,15438
Shillong,3862,9209,3765,16836
Roing,4621,11354,1899,17874
Orchha,8185,1677,1625,11487
Darjeeling,9402,6860,1954,18216
Gangtok,4130,4445,1398,9973
Udaipur,8473,5756,3773,18002
Guwahati,1498,9484,4517,15499
Bomdila,6859,11422,2080,20361
Mumbai,4065,8387,3374,15826
Nainital,3429,3274,3951,10654
Mount Abu,3734,10687,3261,17682
Cuttack,6152,10110,2890,19152
Kolkata,6191,8266,3416,17873
Aizawl,7925,5552,654,14131
Pune,8876,5100,2767,16743
Aizawl,7490,7231,2827,17548
Jorhat,5508,8974,3317,17799
Udaipur,5028,10645,1754,17427
Jaisalmer,1160,5704,4576,11440
Munnar,6338,7677,796,14811
Manali,5520,2887,3929,12336
Amritsar,1239,6310,2403,9952
Bhopal,6502,6653,1726,14881
Rajgir,3476,10581,1759,15816
Diu,1682,1635,2032,5349
Kalimpong,3903,6359,1508,11770
Chittorgarh,6211,4430,4274,14915
Nagpur,6616,8689,3168,18473
Cherrapunji,9421,11895,3231,24547
Daman,2717,8756,2228,13701
Ratnagiri,2286,9013,4135,15434
Chennai,3021,6665,4903,14589
Mawsynram,4908,4940,1095,10943
Ooty,4248,6499,4796,15543
Jorhat,6607,2025,3302,11934
Jorhat,4033,2179,688,6900
Agra,5005,7272,649,12926
Bangalore,4863,6680,3088,14631
Kodaikanal,8349,4346,4106,16801
Kolhapur,1606,2973,916,5495
Khonsa,8890,3878,4318,17086
Gangtok,2796,6605,4824,14225
Bodh Gaya,1664,9502,1952,13118
Goa,2479,8560,2807,13846
Agra,6863,7923,1707,16493
Rourkela,2146,11119,992,14257
Solapur,5188,4326,4467,13981
Kolkata,3424,7406,3679,14509
Varanasi,2270,7530,4117,13917
Amritsar,6770,10931,4103,21804
Puri,9928,10109,4456,24493
Bhubaneswar,5593,11036,4123,20752
Munnar,5982,5262,3348,14592
Zemithang,2891,4061,694,7646
Nagpur,8063,6006,1739,15808
Manali,7151,3684,1368,12203
Mawsynram,3996,10113,3758,17867
Bangalore,9092,4815,2746,16653
Alibag,2394,10229,1619,14242
Tuting,2299,11593,4581,18473
Goa,1108,8095,4044,13247
Coorg,4893,6950,3085,14928
Along,8004,11944,2242,22190
Manali,7398,11471,3340,22209
Tuting,2670,5598,1841,10109
Roing,9141,11603,920,21664
Dirang,6595,3997,1271,11863
Pelling,1489,8099,2545,12133
Pasighat,5324,2998,4822,13144
Khajuraho,2436,5629,3592,11657
Mawsynram,7380,7663,1251,16294
Solapur,9829,10991,3622,24442
Tawang,1694,4744,2841,9279
Ranthambore,9641,2892,4277,16810
Chittorgarh,9206,6705,1087,16998
Sikkim,3710,7588,3064,14362
Delhi,1041,8447,1144,10632
Lakshadweep,3268,2279,3410,8957
Aurangabad,8065,2001,4411,14477
Rajasthan,6456,6236,3175,15867
Aurangabad,2340,1882,2657,6879
Mahabalipuram,7661,8581,954,17196
Solapur,2469,7886,3460,13815
Tawang,7739,1987,1081,10807
Kolhapur,2281,2835,1093,6209
Bikaner,8854,4231,1006,14091
Bikaner,4950,6045,3476,14471
Andaman,8382,4252,2324,14958
Ooty,5473,9607,2575,17655
Amarkantak,3432,10608,4609,18649
Tuting,4934,2841,2395,10170
Pune,6604,8123,2686,17413
Aurangabad,1568,4092,1538,7198
Alibag,2505,9945,3055,15505
Siliguri,3630,11536,1063,16229
Chitrakoot,5316,5894,4227,15437
Jorhat,2190,9995,4505,16690
Kovalam,1280,11060,4760,17100
Coorg,7013,4714,4787,16514
Chennai,5313,11732,4121,21166
Aurangabad,3546,6418,3441,13405
Puri,5923,8421,3911,18255
Alibag,4055,2635,1748,8438
Hampi,3418,8253,700,12371
Cherrapunji,4567,2518,3056,10141
Udaipur,4456,5179,3063,12698
Bundi,3408,6689,1849,11946
Kanyakumari,9421,4543,1852,15816
Bomdila,5540,7562,4781,17883
Siliguri,7505,3765,2095,13365
Shimla,2949,10115,3216,16280
Amarkantak,1877,1899,796,4572
Chitrakoot,8986,3094,713,12793
Nainital,4051,5728,2442,12221
Chitrakoot,1917,7524,2750,12191
Mumbai,6902,7392,1174,15468
Ooty,8157,7028,4896,20081
Ratnagiri,1797,2730,2340,6867
Khandala,3369,9802,2007,15178
Udaipur,3579,1578,1476,6633
Puri,2193,6631,4149,12973
Aizawl,1804,6913,845,9562
Ratnagiri,3108,6657,832,10597
Alibag,5420,5760,4513,15693
Mahabalipuram,5230,7608,2207,15045
Konark,8639,10268,3510,22417
Khajuraho,9779,6400,748,16927
Along,2838,8992,4884,16714
Leh,7136,9908,2290,19334
Tuting,9878,8909,1835,20622
Rishikesh,8247,1981,2332,12560
Dirang,4154,3740,3565,11459
Itanagar,2109,3381,1244,6734
Delhi,9170,4602,2525,16297
Dirang,7522,6799,2851,17172
Kolhapur,8583,1756,4699,15038
Gangtok,4232,6652,4063,14947
Konark,7314,4367,1609,13290
Pune,1655,6931,4491,13077
Bundi,9542,2555,2177,14274
Ziro,1693,11322,3560,16575
Gangtok,7492,5443,2495,15430
Bodh Gaya,6231,9899,644,16774
Tawang,3429,6282,4038,13749
Mumbai,9693,10999,4728,25420
Pondicherry,1438,5773,787,7998
Bomdila,5797,3262,3307,12366
Hyderabad,9518,9734,2035,21287
Rajgir,5703,1782,2739,10224
Gangtok,4603,1862,2147,8612
Siliguri,5971,5164,1731,12866
Cherrapunji,7341,9960,2396,19697
Kaziranga,2397,4734,4268,11399
Solapur,5027,3070,618,8715
Solapur,5239,8795,3900,17934
Munnar,7263,11788,4920,23971
Roing,8471,6403,4440,19314
Ajanta,5696,3617,1749,11062
Bikaner,5426,8721,3607,17754
Solapur,8262,2498,2549,13309
Solapur,2910,3988,1500,8398
Bhopal,2025,3999,2733,8757
Jabalpur,7021,11541,2944,21506
Zemithang,9852,1828,3639,15319
Tezpur,2076,2163,4883,9122
Agra,2493,9167,1784,13444
Kolhapur,1016,2065,4218,7299
Hampi,3649,3994,2199,9842
Pelling,6711,1836,1309,9856
Imphal,7617,7729,2425,17771
Ajanta,1583,8212,1281,11076
Leh,7530,6262,2626,16418
Rajgir,1684,2452,2824,6960
Haridwar,7365,6275,4331,17971
Diu,6615,8284,1278,16177
Andaman,8973,10157,1548,20678
Gangtok,2349,9250,2181,13780
Manali,7176,3752,3371,14299
Jaipur,9712,9193,4259,23164
Shirdi,7933,6313,3681,17927
Along,3072,9052,1249,13373
Udaipur,4442,11404,4628,20474
Ooty,8470,6509,4084,19063
Chittorgarh,2975,5800,4120,12895
Gangtok,9805,7261,4510,21576
Kolkata,9968,2833,4517,17318
Imphal,9292,5752,4999,20043
Nainital,1267,10883,3562,15712
Itanagar,9000,4802,1938,15740
Varanasi,6366,10184,3030,19580
Jaisalmer,1162,10233,1607,13002
Zemithang,7333,9673,2671,19677
Amarkantak,8168,5531,3870,17569
Tuting,1733,5495,4655,11883
Shirdi,7830,7741,1458,17029
Shimla,7126,10208,4415,21749
Nashik,9576,7039,2528,19143
Khonsa,3307,2778,2900,8985
Goa,9371,10899,686,20956
Indore,4123,10307,4850,19280
Shimla,2739,5045,1119,8903
Zemithang,5886,10379,3397,19662
Pondicherry,5088,3061,903,9052
Lonavala,9901,11234,3559,24694
Varanasi,4187,9496,3326,17009
Khajuraho,2348,7030,1892,11270
Pondicherry,3015,8580,4552,16147
Kolkata,8488,3168,796,12452
Manali,4768,7313,4699,16780
Bundi,5055,4603,4626,14284
Leh,8900,1629,4397,14926
Cherrapunji,6992,7273,869,15134
Rishikesh,8384,9504,3058,20946
Bikaner,8028,9236,3505,20769
Nashik,8257,10963,3621,22841
Cherrapunji,8105,5083,3805,16993
Mahabalipuram,6423,2280,2760,11463
Dirang,5322,7062,3952,16336
Jaipur,7061,7726,3042,17829
Imphal,1895,4180,2418,8493
Khandala,9373,11618,4757,25748
Patna,5314,7177,983,13474
Alleppey,8690,1917,1636,12243
Patna,1824,6713,1012,9549
Orchha,1852,9558,4293,15703
Haridwar,5080,2348,637,8065
Jaipur,7063,6174,4726,17963
Chitrakoot,7791,9276,4691,21758
Jorhat,1955,9024,3854,14833
Coorg,3633,2092,1580,7305
Bodh Gaya,1460,10185,4932,16577
Majuli,3442,9554,3374,16370
Gangtok,1763,8215,2538,12516
Chennai,9116,6171,4047,19334
Rishikesh,7607,5008,1147,13762
Konark,1817,5719,1469,9005
Rajasthan,6983,11634,2721,21338
Chitrakoot,7473,5403,1958,14834
Delhi,9847,3235,2433,15515
Kaziranga,3413,11117,4619,19149
Konark,8842,7167,4404,20413
Hyderabad,4495,10215,4652,19362
Ziro,7993,5748,3060,16801
Shillong,3370,11171,4029,18570
Pune,5820,1985,3906,11711
Zemithang,2178,8558,3060,13796
Bikaner,5560,10879,2949,19388
Bikaner,8468,6122,2858,17448
Mahabalipuram,4173,8719,4812,17704
Nalanda,4007,8755,1984,14746
Munnar,9939,7040,4944,21923
Munnar,3328,6975,2525,12828
Cuttack,7716,8624,4375,20715
Patna,9108,7857,2555,19520
Sanchi,7354,2866,2066,12286
Guwahati,5761,8471,2815,17047
Bhopal,2459,11529,4295,18283
Udaipur,1417,7979,1536,10932
Alleppey,7403,11413,1061,19877
Andaman,6319,10189,1093,17601
Kovalam,5062,8409,3902,17373
Along,2835,11758,2717,17310
Mumbai,2358,8431,2252,13041
Shirdi,1383,6910,1875,10168
Mahabalipuram,4491,7234,2512,14237
Rajgir,4359,3749,4487,12595
Rourkela,5731,4461,2839,13031
Patna,2694,6509,4933,14136
Majuli,1610,3474,2246,7330
Daman,3976,2053,678,6707
Khajuraho,8468,7717,1423,17608
Mussoorie,9663,10243,2681,22587
Pasighat,1255,3115,2164,6534
Ziro,4837,2274,1921,9032
Rourkela,7362,8124,1257,16743
Majuli,7340,8500,1404,17244
Jaipur,8083,2264,968,11315
Kodaikanal,1169,10138,526,11833
Indore,7079,8543,2635,18257
Jabalpur,8463,2508,2292,13263
Mount Abu,1681,4061,1808,7550
Dirang,7237,2087,697,10021
Indore,5305,5234,635,11174
Jaisalmer,8034,10829,3003,21866
Bundi,6595,2364,4110,13069
Varanasi,2845,8842,4263,15950
Goa,7253,9847,1389,18489
Rourkela,7326,10034,1896,19256
Mount Abu,4062,9668,2089,15819
Cherrapunji,8598,6962,1127,16687
Konark,4609,9352,566,14527
Bikaner,6541,8608,2008,17157
Kolhapur,6569,9448,4628,20645
Kanyakumari,7167,5471,4148,16786
Pelling,8750,1904,1607,12261
Nashik,9925,11380,4500,25805
Delhi,7486,3321,2582,13389
Bundi,3454,1977,1133,6564
Pasighat,9194,3685,3778,16657
Aizawl,9449,3037,957,13443
Itanagar,6261,9098,1181,16540
Pune,2250,7971,4687,14908
Chittorgarh,7805,3080,3000,13885
Cherrapunji,7125,9042,1130,17297
Bodh Gaya,5158,11855,3584,20597
Mawsynram,2790,5152,1358,9300
Aizawl,5300,11440,4475,21215
Coorg,6012,1748,4451,12211
Chennai,2731,2829,4871,10431
Leh,5721,3449,4601,13771
Kodaikanal,8548,9438,807,18793
Rishikesh,7468,2797,4225,14490
Aizawl,3513,1737,4932,10182
Mumbai,7163,6133,2129,15425
Imphal,5432,5219,4084,14735
Bundi,6833,11828,1189,19850
Bodh Gaya,7805,4163,2542,14510
Alleppey,9434,7750,1795,18979
Pondicherry,9812,5536,4363,19711
Shillong,7999,6241,1123,15363
Bikaner,9255,7467,2031,18753
Nainital,8037,11792,4100,23929
Jaipur,9049,10264,1390,20703
Aurangabad,4163,6684,4466,15313
Amarkantak,1012,9207,2486,12705
Leh,9330,3741,2681,15752
Sikkim,2859,8748,1747,13354
Pondicherry,6089,4757,1380,12226
Bikaner,1838,11525,1770,15133
Pune,3050,8075,3246,14371
Jaisalmer,1118,9247,1829,12194
Tawang,6332,6271,4140,16743
Sanchi,6113,11185,3418,20716
Jabalpur,9937,3206,3875,17018
Bangalore,9920,11042,4664,25626
Chennai,8429,2899,1039,12367
Mahabalipuram,4071,6595,4210,14876
Nainital,8663,8753,3308,20724
Mechuka,7978,10889,3152,22019
Bundi,8715,6113,2027,16855
Shirdi,8847,3499,1328,13674
Sanchi,1382,4617,1761,7760
Nainital,1941,11125,2572,15638
Zemithang,7285,5088,2441,14814
Gangtok,8325,7904,4033,20262
Tezpur,4622,2688,4886,12196
Kaziranga,1999,7455,2724,12178
Itanagar,2792,5139,4596,12527
Ellora,5693,10205,4945,20843
Goa,7710,5423,771,13904
Kanyakumari,1580,11344,4142,17066
Rajasthan,3328,4722,2513,10563
Coorg,1707,7044,2159,10910
Mumbai,5871,2574,4855,13300
Bangalore,5956,11494,2843,20293
Daman,9523,5947,2733,18203
Jaisalmer,5384,2103,707,8194
Mahabalipuram,1293,5703,2189,9185
Bikaner,8019,4670,1414,14103
Rourkela,9722,2214,2937,14873
Mahabalipuram,1433,8880,1626,11939
Kolhapur,7630,7462,2392,17484
Mumbai,1438,7102,4242,12782
Jaipur,5354,5939,4760,16053
Rourkela,1329,8716,1194,11239
Rourkela,8488,5878,2461,16827
Satara,4327,9857,1952,16136
Khajuraho,1020,9253,1918,12191
Pondicherry,4554,6093,4120,14767
Chennai,7261,6394,2544,16199
Gangtok,6935,6633,1999,15567
Gangtok,9832,5079,4420,19331
Indore,1237,9284,4953,15474
Tawang,7502,7128,3883,18513
Pasighat,6562,2234,4391,13187
Cuttack,6542,11203,1660,19405
Satara,7043,1832,3397,12272
Mumbai,8619,7766,2279,18664
Dirang,9406,4567,3279,17252
Ziro,1127,11265,1090,13482
Cherrapunji,1655,3397,935,5987
Rajasthan,5941,8942,3009,17892
Nagpur,3213,3658,4374,11245
Roing,4173,2809,4670,11652
Ajanta,4541,10691,3980,19212
Jaisalmer,5768,5518,1352,12638
Diu,1521,5363,4520,11404
Bangalore,3534,9663,2556,15753
Lonavala,7011,1652,2620,11283
Nainital,4064,11963,1129,17156
Kolkata,4520,9758,3064,17342
Mount Abu,7005,10563,3415,20983
Sanchi,3554,8087,4826,16467
Ooty,1032,5434,1408,7874
Mount Abu,8837,2114,4084,15035
Sikkim,1597,9967,4872,16436
Amarkantak,7787,8101,2983,18871
Nagpur,4902,8533,1811,15246
Nalanda,6553,10407,2364,19324
Bangalore,6381,9070,1869,17320
Jaipur,6165,10132,1286,17583
Chennai,2594,9771,4950,17315
Siliguri,1203,7563,2268,11034
Leh,6064,10155,2695,18914
Rourkela,8799,10570,4992,24361
Imphal,4659,7290,2209,14158
Tuting,6296,10236,1525,18057
Hampi,1447,9390,4473,15310
Rourkela,4573,10760,978,16311
Khajuraho,4060,9538,3708,17306
Nagpur,5673,10345,2310,18328
Siliguri,6595,9418,2476,18489
Haridwar,8110,9600,1359,19069
Satara,4712,8119,1594,14425
Pasighat,3531,10800,3203,17534
Ajanta,1185,7426,2324,10935
Orchha,7007,6971,624,14602
Andaman,7511,8752,643,16906
Coorg,1232,1639,4379,7250
Tuting,7897,4703,2719,15319
Cuttack,9741,11701,3136,24578
Nainital,4668,5915,2349,12932
Kanyakumari,2657,10548,1775,14980
Rourkela,5036,4547,1576,11159
Puri,9036,6563,1659,17258
Coorg,4202,2005,1467,7674
Haridwar,5357,6488,3299,15144
Diu,1698,9279,4361,15338
Darjeeling,2523,9874,1053,13450
Amritsar,9141,11495,2372,23008
Imphal,9167,1543,919,11629
Siliguri,6151,5231,3982,15364
Bundi,7145,11481,771,19397
Rourkela,2887,9737,2173,14797
Sanchi,4649,5493,4879,15021
Khajuraho,1044,1574,1677,4295
Mussoorie,3673,7801,4169,15643
Chittorgarh,5503,7939,4969,18411
Ranthambore,1793,4520,4624,10937
Ziro,9685,8153,570,18408
Pune,6357,8844,695,15896
Khonsa,2269,5218,3763,11250
Mussoorie,5832,5177,2990,13999
Imphal,9854,3346,3425,16625
Roing,4659,2638,4468,11765
Mumbai,8253,9915,2614,20782
Bangalore,2271,4977,3475,10723
Nashik,1419,3419,3462,8300
Itanagar,3014,11754,3752,18520
Mechuka,9412,7003,1620,18035
Ratnagiri,1102,8018,4067,13187
Ratnagiri,5521,10722,2767,19010
Bodh Gaya,1730,10426,1427,13583
Konark,8136,11137,4976,24249
Ajanta,6767,6836,1410,15013
Hyderabad,6257,9953,3602,19812
Kalimpong,9360,8850,4419,22629
Solapur,6223,11736,4132,22091
Kanyakumari,2060,2902,1065,6027
Manali,3359,11459,4851,19669
Kolhapur,1098,8887,3427,13412
Jaisalmer,9648,3354,2793,15795
Tuting,7687,7175,4348,19210
Mussoorie,2189,6057,4078,12324
